Clean_Content,Human_Label
️️ evritin soft enta new szn! abracadabra tinz no dull am! 🆕,positive
kenny rogers die at 81 - see wetin young pipo gatz know about di country musician,negative
olisa metuh chop seven years jail sentence afta four years court case ontop n400m money laundering.,negative
today na match day and we get pesin to knack! pure!,positive
abeg this is good time to promote your song oh. all of dem dey dubai . by demember the media go receive plenty music and videos start your own now .,positive
"bill gates and president buhari bin tok ontop phone, dis na wetin president buhari tok after bill gates congratulate am for the election wen him win.",positive
‍ signing of di decade ‍ who you think say make brain pass inside all di players wey sign in di lass years? vote for hia,positive
"oga of stamford, we see you!",positive
na just small inside di jollof wey  dey cook for naija 🇳🇬 be dis. ️🧡 make una gbadun am...,positive
we dey live for by banky w,positive
"""e bin easy wella for me to choose roma las year, and e even easy more now sef. i go like taink di club for di opportunate wey dem give me - na exactly wetin i want be dat.” - nicolo zaniolo",positive
boiz dey vex onto him issue,neutral
"""i be lucky man... i don follow some beta players play for dis club &amp; som good opponents sef. ""derbies wey i tap ball inside make me feel alive wella.""",positive
27 year old patrick day die for hospital four days afta im suffer brain injury for charles conwell fight,negative
di second case na patient wey bin dey im contact with di italian man wey carry di disease come nigeria. im dey stable condition.,positive
"today we go dey premier  ""omoge"" 7pm this cool listen via",positive
"other male artists don do their own challenge but na my own be sub? ... it is not beautiful people, just a challenge ️ i h…",positive
"56' fada abraham abeg na! you gats scatter net for us na, him nod the ball but e hit bar.",positive
"valencia boiz tidy boiz. in 2 hrs time, we go show dem men show. go !",positive
arrest ogas wey epp prisoner wey organise $1m fraud from prison,positive
issa gooaaaaallllllll!!!! veretout no do any mistake as hin tear net from penarity spot! 0⃣-1⃣,positive
anglophone crisis: rights groups say united nations security council dey keep quiet.,negative
trump meet man from kenya wey win 2019 world best teacher,positive
di duke and duchess of sussex don drop plans to use dia brand name once dem step back from dia formal duties for april. see why,neutral
© terry,neutral
"we dey follow real madrid tap ball for padi padi pre-season cup, mabel green cup, on sunday. ️ stadio olimpico sun…",positive
"when you wake up every morning, the first thing you should do is find a way you can love your work better!",neutral
abeg no sick oo! get well!,positive
even as we dey update una wit di we still get sweet sweet tori for we website. go here:,positive
nigeria vs algeria: super eagles deep green away jersey na blessing or curse?,neutral
"buhari campaign write igp, dss, say pdp get 'backyard' access to inec server",neutral
uefa super cup! come on chelsea!!!,positive
"watford don score, na 1-0.",positive
"ft: manchester united 1-3 man city. even if we fit come back, win for 2nd leg. we gats strengthen that midfield. e dey weak.",positive
shiite members clash with police for national assembly,negative
make una ginger united,positive
"martial no get sense, if dem give james ball, e go dey jogg front. you no fit run???",positive
more of this man on the way!,positive
we no gree for dis your prediction.,neutral
smiling to this weekend's win against  like...... saturday 17:30 gmt  you say wossop,positive
berbatov x sir alex men wey sabi ️,positive
greenwoood!!!!!! but na over the bar. but hin link up with mata make brain.,positive
wizkid new year celebration with cameroon first lady chantal biya and daughter brenda biya dey cause controversy.,positive
man united na our heart ️,positive
sowore still dey custody afta dss receive court warrant,negative
"good day special person, do you know you can make an impact with a token of 1k in our *zero* *hunger* *xmas*, a yearly…",neutral
"na broom use sweep wolves away. dat nicolas anelka cut in no be hia, na fire",positive
34' azpilicueta do him own foul. ref catch am blow.,negative
"nigeria centre for disease control (ncdc) say di test result of suspected coronavirus patient wey dey enugu state, south east part of di kontri, don commot negative.",positive
so far 40 out of 43 ministers-designate don take oath of office.,neutral
"if you us, who we go ask? the mata taya us.",positive
this pereira no sabi football at all.,positive
"nicki minaj bin unveil kenneth petty for her music video, megathron",positive
"dis drinkwater i.t. get as e be, e no even reach 6 months if you count am again. na 4 months.",positive
official: the fa cup third-round replay wey we get against wolverhampton wanderers go happen on wednesday 15 january at 19:45 gmt.,positive
this is how welovepocolee started . see the joy on this kids .. the happiness . unedited . 500kids came out inside ajegunle . thanks on the street charity foundation. and to all our listeners and everyone…,neutral
you dey feel ham.,positive
gooooooooooooooooooooooooooooooooal!!!!!!!! our own star boy el shaarawy na hin tear net wit beta strike!!,positive
the time don dey reach for mason greenwood to bench martial. how the main striker at united go be lazy? the audacity.,positive
today na the day. coming through badboyjpofficial as he go yarn us . about him music jornuey so far. with the  listen via,positive
na today we go know if giroud go win 2018-19 europa league player of the season. 🥇 our befor befor player eden hazard dey game.,positive
"omo, you tall ooo! fine boy, no pimples!",positive
"the same way gomes dey fight for hin united career, na the same way ole dey fight for hin job this season ole dey play the players wey e trust, plus the youths wey put in at least 90% good performance for football, if you no use your chance, another person go chance you",positive
nasooo!!! dzeko goal win am for us. 3️⃣ points don enta kolo!,positive
"janet adu dey challenge stereotype as per say be truck driver for 🇬🇭. adu tok say even her mama no bin support her wen she first start but for own side she say ""e dey make me a star"". read her full tori:",positive
370 appearances 202 goals happy birthday to the great bobby tambling!,positive
32' ross barkley play free kick but e no go any where as e knack sheffield backmen for bodi.,positive
we go beat them in jesus name,positive
"loan chong anywhere, even if na eyimba.",positive
today na match day and we get wolves to chaw!,positive
how secret investigate ee sexual harassment by lecturers for west africa big-big universities. see full video hia,negative
"born 2 december 1998 - juice wrld real name na jarad anthony higgins. juice wrld dey popular for im viral hit lucid dreams, tell us wetin you go use remember di rap music star.",neutral
na only am fit do am! supa frank!,positive
big s/o for having  in studio yesterday for an interview......... he really is nigeria's next su…,neutral
"na true talk! him dey young and still get time to porsu all him village pipu wey dey put sand, sand for him garri.",neutral
"hide your spoon o, because dis guy abiniro collins  na artist for lagos nigeria wey no dey use eye see spoon as na wetin him dey take create him own art work",neutral
"we no do buy am first. no credit today, come back tomorrow ‍",negative
jack grealish and james maddison na summer targets for . people dey talk say donny van der beek dey the list too but hin number dey down the list. [the athletic],positive
naso! gooooal! kluivert bin throw cross enta box but ceppitelli score for hin own post! 1⃣-1⃣,positive
64' wetin barkley deybdo for dis match abeg? he jus dey waka and the teo norwich come collect ball from him leg.,positive
"inec don start distribution for bayelsa and kogi state dem ""distribution of pvc na from 2 to 30 september 2019"" - inec",positive
"afcon 2019: 16 teams saf black stars no fit carry trophy, how much more 24 teams – ghanaians react",negative
crocodile don chop man wey break lockdown rules see di full tori here,negative
"""i believe say my daughter dey alive""- leah sharibu papa",positive
lol. e dey our club now. calculator no gree finish for market.,positive
police dey question suspects wey burn pdp kogi women leader alive,neutral
chalobah don waka. him too go i.t.,positive
buhari cancel business class travel for public officers but top-top oga dem go still enjoy.,negative
oya as pa say today na owembe . wedding full everywhere. if you dey house . no dey bored . we dey here for you. tune in make you enjoy non stop nigeria gbedu . opor. listen via  or dl app for…,positive
time for match don almost reach! 🆚 sampdoria serie a ️ luigi ferraris ⏰ 7:30pm (naija🇳🇬 time),neutral
"yes o my people, how una dey... gospel vibes don land again with  on top  and the song wey enter our top 10 gospel songs of the week na.... 10. redeemer lives by  9. shine by…",positive
"dear ed woodward, no fall our hands, we dey wait for bruno fernandes. 🇵🇹 regards, muip",positive
"callum hudson-odoi no sabi ball, aswerugad!",negative
e go ball fire for reserves but hin sense go leave am when e come first team,positive
more dan 30 pipo die for dr congo 'illegal mining' accident,negative
we doing it this year again. una too much abeg. happy new year,positive
"if students fit sing olamide song, dem fit learn mathematics music - nigerian lecturer",neutral
we dey follow hafsat abiola (pikin of mko abiola) tok ontop june 12 and di took wey president buhari do today,neutral
felele!!! 🤩 ball wey all stars wey comot for 80's and 90's use. na dis ball dey go anywia wey hin want. no be you dey direct am,positive
skippo de rossi go lead comot on hin 6⃣1⃣6⃣th and last match ️,positive
sanusi lamido sanusi : kano goment don change plan for new emirs staff of office afta court order land.,neutral
we dey enta new week like...,neutral
kano shooter wey use pump action gun fire pipo during horse race dey normal - neighbours,negative
ah dey tell you. e go hard for dem ooo! but hustler go huzzle him way enta.,positive
topic: bruno fernandes na the missing piece to the problem wey man united get for midfield. ⏳ discuss 🤔,positive
where your face na? hapi new year!,positive
maina go collect self contain for prison,neutral
ghana wan make insults against female politicians crime,negative
meet ellie carter di 16-year old youngest pilot for uk wetin you been dey do wen you dey 16 years?,positive
"see as elain var now, abeg try read am before you shout wayo, wayo or english referee too dey do ojoro for dis new season. see am read now.",neutral
we go start wit senator george wey don be 2 time govnor of benue state plus don spend 12 years for di national assembly.,neutral
di first set of pipo wey govment help to come back from south africa don land for lagos nigeria wit plenty jollyment and govment pipo bin show to welcome dem back,positive
"at all, at all",positive
with  as wizkelofficial carry full body enter we radio. question.. if dem give you 50 million to stop music you go do ham. hear him answer. if i no do music ..i go be doctor .listen to…,positive
bonjour 237 why ah wan komot from 'darkness' - onguéné gabrielle,neutral
him dey play?,positive
our praise for brandon williams no go make us slander luke shaw.,positive
"🇳🇬🇮🇹  don land for roma!!! guyman go dey rep naija for dia full time. we dey very proud of you, mark!",positive
join us by 12 noon wen  go arrange special inauguration day live to discuss di way forward for nigeria as di kontri dey look forward to di second term of buhari administration; hosted by  wit ogbonge guest,positive
"""liverpool"" vs ""barcelona"" : anfield turn slaughter for messi 'g.o.a.t' meat",neutral
86' wolves don score again. we gats work for our back and dis 2nd half sleep wey dem dey sleep.,positive
abeg tell am.,positive
reposted from itsurgurlhp - oya o....gospel vibes don come again with itsurgurlhp and this week dey feature the top 10 g…,positive
birds go replace jammeh face ontop gambia new money,neutral
"okay na kaku, dat's eh 'calculate' for oyibo language",positive
"""i believe say with the way dem dey play, e dey easier for them to face big teams than small teams.” jose mourinho don fire shots on hin old trafford return.",positive
loud am.,positive
drc don confam dia first coronavirus case dis don make am 11 kontries for africa wey get comfam covid-19 cases to read more of dis tori:,negative
psa: you wan turn up dis ? just rememba say january long well-well with,neutral
"dis bill wey don pass first reading don make pipo vex wella, dis na wetin di bil dey about.",negative
26' giroud shey na waka pass you come dis match con do? we no get time for dis lubbish.,negative
"rashford: ""whether you leave united for na here you dey forever, people go talk say once you don play for united before, you be red for life and na the koko for me."" [bbc]",positive
"di result dem dey come small small, no need for calculator or biro and paper, just enta hia to see live results for nigeria 2019 presidential elections from",positive
manchester united don offer ashley young one year extension so e go keep inter milan away. [sky sports],positive
77' dis night na kolomental. skippo don redeem himself. he cost us goals but don score 2 already. our chelsea don come back. miracle don happen. na 5-4.,positive
lion attack and kill im owner wey bin trust am well-well,negative
"if man utd no beat spurs this wednesday, call me a basktard!",positive
the penarity wey barkley chop pepper hustler as he siddon for bench. the other bench warmer even carry hand for head. e too pain.,positive
listen to there conversation you will hear what they are saying. low turnout. some pple are winning. hear for ur self .,neutral
salwa eid naser: nigerian rep bahrain win gold inside iaaf world athletics championships doha 2019,positive
7' reece james cross ball but west ham goalie rush out gada am.,positive
"eriksen no get united dna, but shey you see that sean longstaff guy? e get the dna for body.",positive
we bin continue our pre-season dis weekend as we waya lille for france we continue again dis week wit two ogbonge matc…,positive
kano govnor send 36 perm secs go ndlea for drug test,neutral
"juan mata pass give pereira, e cross am inside box, ball go meet rashford wey dey open, e head am inside net. dem no born their keeper’s daddy. goal ball!",positive
merry christmas we love una ️,positive
81' reece james enta for skippo.,positive
bayern munich wan hold tok tok wit former arsenal oga arsene wenger,neutral
rashford!!!!!!!!! e for be 2-0!!!! wow how e miss???,positive
diamond league: caster semenya don win 800m race for doha two days afta she lose case against iaaf,positive
see as di shoe tanda gidigba just fine by hin sef. x,positive
"mason greenwood get mad potential. e dey pull up these numbers with the small game time e dey see. the way e dey go, very soon. e go become united’s main striker.",positive
toni ann singh don win di 69th edition of di miss world pageant.,positive
"this ole no get sense, na lingard wan enter??? why e no bring greenwood?",positive
plenti of our ogbonge players jus dey come back from woundjury and by the time dat match reash dem go dey fit.,positive
70' pulisic commot for pedro.,positive
28 cartons of fake sex drugs na im authorities seize for kano,negative
80' hudson-odoi enta for pulisic.,positive
good morning. . oga if you no try you no go know . even satan try jesus . on top say he no say he no go win. e still try ham out incase e work . oga today na new week try something today.…,positive
lionel messi goal wia im dribble from inside im own half don win best-ever barca goal,positive
at least 28 pipo don die for days heavy rain wey flood upper east,negative
na hia we get our own:,positive
no dulling! training don start for ...,positive
burna boy decision to go perform for south africa dey make fans clash,negative
wetin you think about van de beek?,positive
peru former president alan garcía kill imsef as dem wan arrest am,negative
olusegun runsewe say dem wan jail and remove am from office becos im refuse to dance to dia tunes,negative
boss chick and  follow us gist and laugh for our latest episode of question till mouth pain you,neutral
"maguire bin dey injured against wolves, man united wan commot am at half-time but e talk say e fit continue, na why e worsen am. las las, we go blame the medical unit at united. [telegraph]",positive
̶m̶o̶n̶d̶a̶y̶m̶o̶t̶i̶v̶a̶t̶o̶n̶ na evri day nid motivation. our 4-kondo win for udine yestaday na di perfect one dis morning! take it!!! ️,positive
"when dey tidy us too much, lampard gats change by fire by force. dis season na him grace year. next season any f-up, he go collect from fans. that one na sure bet.",negative
mino raiola talk say e no go do business with man united again.,positive
"ronald flight mode is dope, this guy legendary status dey legendary cc",positive
my country people make we use this time wish all nigerians in diaspora make una jolly dey go listen via,positive
2nd half don start.,positive
⏸️ half time ref don fire whistle say make we go rest small. zaniolo header for 32 minutes na give us lead. ️ 1⃣-0⃣,positive
hapi baidae suo!,positive
we get chill no vex.,positive
"if you no dey folo us, wetin you gain? we don repackage oooo, na fire we be now. dis sunday wey dey come  go host super sunday and we get free tickets for our followers wey wan watch manutd vs chelsea live &amp; direct from dstv camera. if you wan go, dm us ur full name.",positive
election tribunal dismiss atiku petition say e nor fit prove im case,neutral
coronavirus - virus: gaps dey inside ghana preparedness against di virus - who,neutral
70' azpilicueta cross in but liverpool back man rush nod am commot.,positive
"️ oga boss ranieri do two changes for half time... ⬅️ juan jesus, patrik schick ️ alessandro florenzi, lorenzo pellegrini 0-0",neutral
"""coachie, na how many days remain to our match?""",neutral
"ghana i bill: after 20 years of ‘tsaskele,’ parliament finally pass right to information bill",positive
dat one no be wahala nah. e sure say una no go all una games.,positive
e be like say dem don dash snake airtel make he load,positive
researchers don find out say heart break fit kill pesin,negative
. bin drop small rap for di latest episode of question till mouth pain you full episode:  rate am 1 to 10.,neutral
video show genea sky dey continue dey her dance afta she land di ground like stone.,neutral
"reynhard sinaga, di man wey 'rape ova 100 men' go spend im life for prison.",negative
a packed house for this one tonight!,positive
brazil court tell di tv streaming site netflix to suspend 'gay jesus' feem.,neutral
"but dem still talk ""oluwaburna""",positive
"afta mateo kovacic yarn finish for instagram say he don dey go back to stamford bridge with 3 points, him teammates jorginho, palmieri &amp; willian come call am ""cabeça de j..."", if you translate to pidgin english you go know wetin e mean. make we laff first.",positive
"don set new date for kano, benue, sokoto, adamawa, bauchi &amp; plateau inconclusive govnorship elections",neutral
na only shawarma🥙 and point &amp; killwe hear for hia wait o 🤔 na di theme wey we bin dey find be dis?,positive
". tok say im go continue to deliver uncommon services to pipo. and say im dey do tins wit love, sake of say you gats love your pipo.",positive
coronavirus tips and tricks: bcg vaccine fit fight covid-19? keep calm read wetin we sabi so far,neutral
solskjaer vs mourinho game day! who go win?  for ole like for jose ️,positive
"who dey right for dis mata? - {di mama or di school} - if na you wetin you for do🤔 queen's college, lagos na secondary school wey get rules wey no allow dis kain tin.",neutral
"maths, chemistry, oda subjects wey pipo feel say no epp dem for life",negative
"omo, new year jollification carry peter drury go one side today.",positive
"ghana confirm 4 new cases of coronavirus, total cases rise catch 6",negative
"we all want breakthrough and what is the best way to do that, is to support others pls go get this jam by  t…",neutral
asuu don match break on plan to strike,positive
"new public university bill be 'dangerous' give academic freedom, ghana academics bore plus gov't",negative
frederico varandas (sporting president) and hugo viana (sporting sports director) don return back to portugal. dem go soon release update ontop bruno fernandes transfer to man united. [,positive
ugbana oyet move to uk wit im family for 1991,neutral
86' diaaaaaaa fadaaaaaa! batsman don strike! 1-0.,positive
25' kepa save antonio ball. e for enta if no be say we get kepa dia.,positive
“student use dead policeman weapon cause panic for port harcourt school” - police,negative
kano police arrest man wey dress like woman sneak enta female hostel,positive
election tribunal dismiss atiku petition say e nor fit prove im case,negative
"‘wen dem ban okada, e bi like say my enemy life end’ - sandra dis na tori of 19 year old sandra wey loose her only means of survival wen lagos state goment ban commercial okada and keke for lagos.",negative
no matta as e be. no matta wetin dey happen. na still daje roma! ️,positive
the squad never reach vicarage road o and 2pm don almost reach. the kick-off na 2pm [men],positive
"dat one no be wahala at all, becos when dog dey bark anyhow lion go jus dey relax dey look like say e no consine am. dem no nid tell di dog say lion get mouth pass am.",negative
"president buhari don appoint nami to replace fowler as di new head of nigeria tax office, firs.",positive
caruana galizia murder: di fight for justice for my mama wey dem kee,negative
"national communication authority for ghana shut down radio xyz, radio gold",negative
which oda ways wey nigerian men and women no dey equal wey you know?,neutral
cameroon take bus to nigeria for first international rugby competition,negative
norwich don confirm say pukki go miss hin trip to old trafford. [men],positive
32' kovacic collect mtn afta him do one yeye tackle.,positive
efcc boss ibrahim magu tok wey yan say corruption cause coronavirus na 'slip of tongue' -,neutral
ahhh,neutral
it was all greatness and energy  zero hunger xmas party at ajegunle.thanks to everyone who made this a possibili…,neutral
him get luck.,positive
pishure: na rashford and santan dave for the guardian.,positive
vice president  as him dey cast him vote .,positive
bakayoko bin flex with him teammates afta dey collect win for dia backyard. the win don tey sef naim make the jollification too much. baka bin control midfield like him sabi do.,positive
chelsea don become the first sports team wey dey dis world wey don use wetin the international holocaust remembrance alliance mean as antisemitism. (sky sports news),positive
di winners and big loser for di 2020 award night.,neutral
donald trump don land uk wia protests dey wait for am,negative
"nigeria v south africa today, football fans dey yab each oda",positive
you fit guess which manager be this? na ole gunnar solskjaer? yes or no 🤔,positive
"hin too hot, you no fit touch am rn congratulobia to pellegrini as hin kolobi di  man wey sabi pass for fiorentina match! ️",positive
happy baiday to rudi voeller! 🇩🇪 befor befor sabi player wey dey our hall of fame. hin turn 59 today! ️,negative
"abeg fada abraham no kill ya sef, jus gada ya sef up, train hard, chisel ya leg and go scatta nets. uefa no dey finish, if you work hard, you go reash anoda one.",positive
just the oda day. when  carry body come studio . yarn us about him new song . and how the waka for music life t…,positive
sound on... come on chelsea!,positive
shame no dey catch you?,positive
zambia protests wey target s/africa bizness force malls to close,negative
padi padi match saturday 3 august ️ stade pierre-mauroy go follow lille  knack shoulder for dis…,positive
netflix 'reactivate' pipo accounts without permission,negative
e don reveal to me say man united go beat everton 2-0 on sunday.,positive
lol. wetin man go do na? 🤷‍️,positive
and we were just discussing this,neutral
manchester united dey eye don jazzy and mr ibu this january. [419 dna],positive
22' goalie save tomori nodding live and direct. e for enta ooo!,positive
omoyele sowore: 'free  now or you go enta prison!' - court warn nigeria spy police oga,negative
facebook: top secret you fit no know about 'globalcoin' crypto-currency,neutral
"ranieri: ""totti na correct sabi man. hin get ogbonge role for hia. hin hang hin boot just 18 months ago and dem don dey make am chook eye for di oda side of tins for hia. na pesin wey dey ginger us wella, all of us: me, players, di club.""",neutral
"ogun state update- so far, all is going well. though, there are late arrival o. as at 8.45 virtually all the polling units are operational. the polling units were well manned with security personnel.",neutral
willian gives chelsea the lead,positive
na dis babe dem dey call stephanie frappart naim go blow uefa supa cup final between liverpool vs .,positive
️ today na matchday 🆚 inter milan giuseppe meazza ⏰ 8:45pm (naija time) ⃣,neutral
hapi baidae to diego costa wey turn 31 years old.,positive
w vs. chelsea d vs. arsenal d vs. liverpool w vs. chelsea w vs. spurs w vs. man city are you not entertained?! simple yes or no!!,positive
"hurricane dorian, di category five monster storm don hit bahamas",negative
wetin you need to know about di finance bill buhari sign to law.,neutral
champions league draw... man u dey group i🤣🤣🤣,positive
"as e be so, for naija, marijuana still dey illegal, so how dem go go do research wen no policy dey in place to say di plant dey legalised?",neutral
ft: liverpool 1 vs 1. giroud bin score for us in the 36 minute but mane equalise in the 48 minute.,positive
sporting lisbon director talk say e dey happy say the deal for bruno fernandes dey done! [sky] bruno na red …,positive
"yestade ogbono neva digest finish. e dey show say we gats improve and we nid to bring players in. no be to bring anyhow players wey get ogbonge names, we nid players wey sabi ball and dey huzzle win.",positive
"scholes: “we never see any sign say ole fit build team wey go challenge for the title in 2 or 3 seasons. we never see am for one minute self. maybe e fit use 3 or 4 transfer windows, who sabi? but right now, ole dey mess up.”",positive
man united go resume their contract talks for bruno fernandes next week. [evening standard],positive
proud of the team’s spirit until the last second! result was not what we wanted but let’s build on the second half’s perform…,positive
make mason greenwood start against tottenham?  for no like for yes ️,positive
"hide face tear net, no look dia face becos dem no fit see your own sef  ️ by",positive
️ sub 75' 2nd change - nikola kalinic enta for mirko antonucci. 1⃣-1⃣,neutral
"dis na some of di big tori wey come out from ghana, cameroon and nigeria for 2019",neutral
"ole: ""when you dey wear the shirt, e no matter who you dey face, you gats give your best. on sunday, the boys bin dey sad but we go see chance to bounce back tomorrow night.""",positive
make jesse lingard start against villa this weekend? yes or no,positive
we see you!,neutral
🇬🇭ghana suspend entry of visitors from any country wey record 200 cases of coronavirus unless dem be ghanaian,neutral
anthony joshua: i 'do operation' before andy ruiz fight,neutral
imagine qweshun sha! who else nah?,neutral
wetin you think about juan mata this season? (talk true),positive
80' pulisic don ginjah the team again as he do against newcastle. he faya shot but na wide e go. na him give pass to dat batshuayi miss.,positive
"meet nurse, beauty queen wey turn to pilot",positive
guy you be beast!,positive
"frank don update us onto him team tori: 'n'golo kante no fit, him ankle gbege don kontinu so he no go travel with the french squad.' pedro dey also miss, and toni rudiger go play for the development squad tonite.",positive
ebola virus: nigeria reply to who declaration as international emergency,negative
real betis 1-4 barcelona: messi score hatrick wey make betis fans say well done sir!,positive
"liverpool na the new champion of europe, make we clear road for them, e no easy. liverpool 2 tottenham 0",positive
ifesinachi comedy: di artist wey dey turn plastic cement bags to amazing fashion items,positive
"5': chance! james cross ball inside box for martial, e control am. e shooot! na goal kick.",positive
we don resume our livestream from  headquarters for abuja. watch the here:,positive
"toh, e be like say dis trend don dey rise for a lot of athletes",neutral
cameroon opposition leader maurice kamto and odas give condition for appear for military court,neutral
we love una!!!!!!!,positive
we go win dem!,positive
8 - all total eight nicolò goals for as roma have been netted at the olimpico. comfort. …,positive
ref don fire whistle for half time. no goal. but we still get long road to waka for dis one.,neutral
how you reason dis proverb wey davison saint sama us dis morning? abeg drop your own for we comment section.,neutral
"trump, kenyatta, oda world leaders condemn sri lanka attacks",positive
una good morning! na carolyn bebe send us dis correct proverb enta comment section to drop your own.,neutral
omoyele sowore detention for 45 days witout charge para groups for,negative
this one wey twitter don evict mazi ibe. make una pray for muip o. the village people no go win this battle.,positive
"di wolf still dey hia, full ground remain! edin dzeko don chook biro for paper sign new contract for ! 🤝️",positive
dey even commot am befor e red for dem.,positive
"hmm, how una see dis dis proverb  from instagram carry come today?",neutral
️ today na matchday 🆚 spal serie a 🇮🇹 stadio mazza ⏰ 6pm (naija time),neutral
"gary neville to ole last year: “my eye don clear now, i believe say you gats protect yourself and buy players.” ole’s response: “i dey respect gary and hin opinions but i believe my players.” me:",positive
"simi: abeg, make yahoo boys no play my music... naira marley: wia una tink say di money dey come from? : instagram/naira marley",neutral
"air force officer wey return €37,000 collect double promotion",positive
ethiopia prime minister abiy ahmed don win di 2019 nobel peace prize,positive
"if dem tell you say you fit enta taxi and driver no go worry you wit plenty tok tok till you reach wia you dey go but you go pay extra money, you go like am so?",neutral
"e be like say david zappacosta go find him square root as matt law wey dey work for telegraph take yarn, no gree sell reece james afta clubs ask for am 8 times, and dem don gree make david zappacosta go i.t. for italy afta the english transfa window close.",positive
pressure con dey for second half.,positive
"gm fungus dey kills 99% of malaria mosquitoes, study suggests",positive
"happy baiday, bros. enjoy your day!",positive
police don use tear gass pursue pipo comot from wia dem dey do dia protest fro lagos,negative
"me i no be abi but wetin me i know wey be fact be say with all dis trash performance wey the team generally dey produce week in week out no coach fit come dis united team do shingbai. if we like appoint saf again, na stil f9. fraudola sef go fail.",positive
finally finally  don announce di ministers portfolios.,positive
efcc boss ibrahim magu 'strongly believe say na corruption cause coronavirus',negative
stress fit make woman no born boy pikin - report,negative
how pipo react to di way gov. wike receive oba of benin and how e address traditional rulers,neutral
correct score: players wey go wear shorts fc 110 players wey go wear belt fc play am. na 100% guarantee!,positive
real madrid don say them go give psg 120 million euros plus modric make them fit carry neymar comot for psg.,positive
"otamendi don score, na 2-1.",positive
"for interview wey bin show for tv for di state, some permanent secretary hopefuls wey be top civil servants no fit sing di national anthem.",negative
you go find better players for oshodi,positive
fomer vice president biden mata na im dey bring all dis power pass pawa for america,neutral
"""asa dey come to safe us""",neutral
buhari wan enta uk for private visit for three weeks,neutral
di same pipu wey give you access to get account for hia.,neutral
buhari vs atiku : tribunal judgement for court of appeal as e dey happun live.,neutral
women wey dey use dangerous 'skin-lightening products' dey risk dia health',negative
"na our united squad vs aston villa: spanish winsh, agbalagba issakaba, vic o, tuanzebe, maggi, young, awilo, shaw pereira, pastor fred, levitt, garner, lingo, juan ikeji dano milk, ji masun, rashidi, martial [men]",positive
most women wey dey use menstrual cups no dey get any issue but dis tori na sometin to learn,neutral
"if e no concern you, e fit concern oda pipo na",neutral
wan give willian 2 years contract. (daily mail). wetin you fit yarn onto dis mata?,positive
45' burnley player draw barkley down and he collect mtn from ref. barkley dey do well for dis game. he don improve.,positive
daje roma,positive
our very own o.a.p  killing dem pa. listen via  . promote your song for we radio. call or whatsapp 08111356509,positive
tori be say dem don call off di strike. abeg check weda you don get light for your area.,positive
"""if you dey pray, dem go beat you. if you dey study, dem go beat you."" isa ibrahim, one of di pipo dem rescue from 'kaduna torture school' narrate im eerience give bbc. kaduna 'torture house' do me 'like hellfire'",negative
which striker is better?  for rashford like for aguero ️,positive
"on ""i suppose be movie director like my papa"" watch am hia",neutral
"artillery, port harcourt. e dey rain here but we chook head.",negative
frank yarn say toni rudiger no dey tomoro game. 'toni bin woundjure. na small groin gbege dey worry am and he go go for scan later today.',positive
"we really sorry to hear dis kain news, vinnot (our ogbonge art designer). our prayers and mind dey wit your mama and rest of di family. she go com out wella ️",negative
19' tammy use him head wan scatta net afta azpi cross but henderson stop am befor our numba 9️⃣ force am inside net! 1-0,positive
no pressure! meet alioum sidi di cameroonian referee weh e go blow whistle for senegal-algeria match.,neutral
some man united fans no get sense walahi 🤣,positive
"frank start first to yarn say antonio rudiger no go play tomoro game but yarn say christensen train with the squad today and don come back, fit play too. giroud don come back afta him sick.",positive
na deadly year for journalist at least 94 journalist n aim dem don kill since january 2018.,negative
aubameyang ! ar hope say e nor go score anything ! or lacazette !,positive
"if your boo dey dodge you sake of your area dey lockdown, show am dis couple ️ abeg na joke we dey o, siddon for your house.",neutral
when  lines up for a free-kick... ...and geremi does this! ️ v west ham in 2006!,positive
we go miss am.,positive
man utd tell inter milan say dem go give dem paul pogba - if lautaro martinez come old trafford.,positive
why e be so nowadays?,neutral
na all di players show face for skippo farewell talk talk and dem appreciate am wella... ∞ ©️,positive
western togoland : sharp facts about homeland study group foundation wey wan breakaway volta region from ghana,neutral
please come to ghana': pipo for ghana want lacrea devaughn and oda artist to visit dem,positive
oya tune in today 9pm as djwindz go dey play una gbedu wey dey brust brain ... listen to  100% playing nigerian music,positive
(social media week) wey dey hold from di 23rd of february don get plenti informate to give una for how to move for dis information age.,neutral
"abraham afta barkley carry penarity throway: ‘we go ginjah am, even inside pitch afta he miss am. e dey happen, &amp; ross na ogbonge player, he don score plenti penarity, he don scored plenti goals too. so we gats focus on sunday &amp; forget about am.’",positive
"di director general of di national youth service corp, brigadier shuaibu ibrahim, tell bbc pidgin say, authorities fit to look di oda way if female corpers wear oversize uniform sake dem feel say di khaki trouser dey show dia shape.",neutral
"""kenyan citizens must fulfil a long list of requirements for a visa to the uk - whereas uk citizens can get a visa to kenya…",negative
dongban-mensem: wetin you need to know about di new president of nigeria court of appeal,neutral
wetin do the pinshure?,positive
james na good player but e gats get striker wey understand hin game. him and martial no get understanding at all.,positive
james!!!! keeper save am!,positive
"businessman mike zhang don become di first chinese man to get title for kano state mike zhang wey don spend 17 years for kano state nigeria, say e dey very happy and e go work hard to make sure say chinese business pipo wey dey di state maintain good relations wit kano pipo",positive
